0,-1.27221029604e-09,-1.80642970525e-10,2.89089183159e-10,0,0,0,0,0,0,0,0,0,0,0,0
0.1,-1.27221016171e-09,-1.80643131305e-10,2.89089277945e-10,1.51030380221e-06,-7.31923144772e-07,2.7797881156e-07,-1.98715124333e-07,1.67862575345e-07,5.59967464869e-08,0,0,0,0,0,0
0.2,-1.27089522126e-09,-1.8117980998e-10,2.89413660436e-10,-2.28565416641e-07,3.32527353079e-08,-3.52535606255e-08,-4.33602157599e-07,-6.36574817784e-09,2.1355471016e-07,0,0,0,-1.3150747656e-10,5.3683943669e-11,-3.2447737066e-11
0.3,-1.27354597645e-09,-1.78689803969e-10,2.45799808538e-09,8.97695712937e-07,-7.52481521333e-07,-1.42391541255e-06,-5.07835125719e-08,1.51533376754e-07,2.98755553786e-07,1.91074350083e-08,1.30730896712e-08,-3.80932013384e-15,-2.77541911144e-11,-9.79630707811e-11,-2.16927682198e-07
0.4,-4.56399866734e-10,-5.35134677624e-10,-2.33036104745e-08,-3.51673543413e-06,1.38345275565e-06,8.35392712807e-07,-1.09532725521e-06,-2.34385865277e-06,6.88970796153e-08,-3.43964801467e-06,-7.9474492548e-06,3.33248316981e-11,2.14675151808e-10,-2.0008957538e-10,3.15340897374e-06
0.5,-9.43086860625e-09,2.91005706222e-09,7.21883821985e-09,5.19655849775e-06,-8.8051771899e-07,2.17709489011e-07,2.16920089659e-06,6.38785995618e-06,2.49783772084e-07,5.6841655729e-06,1.61371570576e-05,-4.9710218042e-11,-9.44090001365e-10,2.37343648887e-10,2.28721011728e-06
0.6,3.13365460966e-08,-8.51396370215e-09,8.27828875474e-09,-2.70026370737e-06,-7.77403477389e-08,-2.11954222567e-07,-1.98943165087e-07,-2.9306034705e-06,1.11836899322e-07,-1.1749230889e-07,-6.5651384467e-06,-2.89598139612e-10,4.91132992131e-10,-1.28977708839e-10,1.66582709768e-06
0.7,-3.07533733049e-08,1.15892766928e-09,-7.76377236307e-09,-9.80763986106e-07,-6.2528003448e-07,-2.0489935744e-07,-2.81792681551e-08,2.71086266119e-07,-2.75743696713e-08,1.99724267651e-07,4.16391408674e-07,5.05007718199e-09,-6.12262831102e-11,-1.06050232878e-10,2.02951399308e-06
0.8,-1.49393114844e-08,-3.14960906355e-09,-4.09406284236e-09,-2.47714254754e-07,1.66690251776e-06,-4.38200401784e-07,-1.99489704049e-07,9.19100287464e-07,4.37763993033e-08,-1.02854755109e-07,1.80924277498e-06,4.30079476105e-09,-1.92932077392e-10,-1.35326784095e-10,2.1490643448e-06
0.9,1.40876848019e-09,3.04647102181e-08,-1.27527605411e-08,6.38471713503e-07,1.20282341246e-06,-3.01091283606e-07,6.53085981218e-07,7.18774794121e-07,1.51442776441e-07,1.46053481976e-06,1.67247547017e-06,-4.56697240202e-09,-1.78761515956e-10,3.18102361789e-11,2.37657260726e-06
1,1.77418338739e-08,1.69589581715e-08,-1.39828203542e-08,1.88757411081e-06,-1.76090199417e-06,7.34421476607e-08,7.70020134912e-07,1.34998877116e-07,1.54470002886e-07,1.94650827775e-06,1.13336024405e-06,-9.13129060147e-09,-1.13333791133e-10,9.21216542436e-11,2.54433609593e-06
1.1,4.18657276553e-08,-4.35875509575e-08,-9.5455205501e-09,2.53683039816e-06,-9.10769841871e-07,-1.58648316347e-06,2.40576284704e-07,-5.50153210709e-07,2.19885790998e-07,1.20793185556e-06,3.99353128388e-07,2.62589823649e-08,-1.61044712687e-11,-8.34936996476e-12,2.62570143078e-06
