0,-1.27221029604e-09,-1.80642970525e-10,2.89089183159e-10,0,0,0,0,0,0,0,0,0,0,0,0
0.1,-1.27221029604e-09,-1.80642970525e-10,2.89089183159e-10,0,0,0,0,0,0,0,0,0,0,0,0
0.2,-1.27221029604e-09,-1.80642970525e-10,2.89089183159e-10,0,0,0,0,0,0,0,0,0,0,0,0
0.3,-1.27221029604e-09,-1.80642970525e-10,2.89089183159e-10,0,0,0,0,0,0,0,0,0,0,0,0
0.4,-1.27221029604e-09,-1.80642970525e-10,2.89089183159e-10,0,0,0,0,0,0,0,0,0,0,0,0
0.5,-1.27221029604e-09,-1.80642970525e-10,2.89089183159e-10,0,0,0,0,0,0,0,0,0,0,0,0
0.6,-1.27221029604e-09,-1.80642970525e-10,2.89089183159e-10,0,0,0,0,0,0,0,0,0,0,0,0
0.7,-1.27221029604e-09,-1.80642970525e-10,2.89089183159e-10,0,0,0,0,0,0,0,0,0,0,0,0
0.8,-1.27221029604e-09,-1.80642970525e-10,2.89089183159e-10,0,0,0,0,0,0,0,0,0,0,0,0
0.9,-1.27221029604e-09,-1.80642970525e-10,2.89089183159e-10,0,0,0,0,0,0,0,0,0,0,0,0
1,-1.27221029604e-09,-1.80642970525e-10,2.89089183159e-10,0,0,0,0,0,0,0,0,0,0,0,0
1.1,-1.27221029604e-09,-1.80642970525e-10,2.89089183159e-10,0,0,0,0,0,0,0,0,0,0,0,0
1.2,-1.27221029604e-09,-1.80642970525e-10,2.89089183159e-10,0,0,0,0,0,0,0,0,0,0,0,0
1.3,-1.27221029604e-09,-1.80642970525e-10,2.89089183159e-10,0,0,0,0,0,0,0,0,0,0,0,0
1.4,-1.27221029604e-09,-1.80642970525e-10,2.89089183159e-10,0,0,0,0,0,0,0,0,0,0,0,0
1.5,-1.27221029604e-09,-1.80642970525e-10,2.89089183159e-10,0,0,0,0,0,0,0,0,0,0,0,0
1.6,-1.27221029604e-09,-1.80642970525e-10,2.89089183159e-10,0,0,0,0,0,0,0,0,0,0,0,0
1.7,-1.27221029604e-09,-1.80642970525e-10,2.89089183159e-10,0,0,0,0,0,0,0,0,0,0,0,0
1.8,-1.27221029604e-09,-1.80642970525e-10,2.89089183159e-10,0,0,0,0,0,0,0,0,0,0,0,0
1.9,-1.27221029604e-09,-1.80642970525e-10,2.89089183159e-10,0,0,0,0,0,0,0,0,0,0,0,0
2,-1.27221029604e-09,-1.80642970525e-10,2.89089183159e-10,0,0,0,0,0,0,0,0,0,0,0,0
2.1,-1.27221029604e-09,-1.80642970525e-10,2.89089183159e-10,0,0,0,0,0,0,0,0,0,0,0,0
2.2,-1.27221029604e-09,-1.80642970525e-10,2.89089183159e-10,0,0,0,0,0,0,0,0,0,0,0,0
2.3,-1.27221029604e-09,-1.80642970525e-10,2.89089183159e-10,0,0,0,0,0,0,0,0,0,0,0,0
2.4,-1.27221029604e-09,-1.80642970525e-10,2.89089183159e-10,0,0,0,0,0,0,0,0,0,0,0,0
2.5,-1.27221029604e-09,-1.80642970525e-10,2.89089183159e-10,0,0,0,0,0,0,0,0,0,0,0,0
2.6,-1.27221029604e-09,-1.80642970525e-10,2.89089183159e-10,0,0,0,0,0,0,0,0,0,0,0,0
2.7,-1.27221029604e-09,-1.80642970525e-10,2.89089183159e-10,0,0,0,0,0,0,0,0,0,0,0,0
2.8,-1.27221029604e-09,-1.80642970525e-10,2.89089183159e-10,0,0,0,0,0,0,0,0,0,0,0,0
2.9,-1.27221029604e-09,-1.80642970525e-10,2.89089183159e-10,0,0,0,0,0,0,0,0,0,0,0,0
3,-1.27221029604e-09,-1.80642970525e-10,2.89089183159e-10,0,0,0,0,0,0,0,0,0,0,0,0
3.1,-1.27221029604e-09,-1.80642970525e-10,2.89089183159e-10,0,0,0,0,0,0,0,0,0,0,0,0
3.2,-1.27221029604e-09,-1.80642970525e-10,2.89089183159e-10,0,0,0,0,0,0,0,0,0,0,0,0
3.3,-1.27221029604e-09,-1.80642970525e-10,2.89089183159e-10,0,0,0,0,0,0,0,0,0,0,0,0
3.4,-1.27221029604e-09,-1.80642970525e-10,2.89089183159e-10,0,0,0,0,0,0,0,0,0,0,0,0
3.5,-1.27221029604e-09,-1.80642970525e-10,2.89089183159e-10,0,0,0,0,0,0,0,0,0,0,0,0
3.6,-1.27221029604e-09,-1.80642970525e-10,2.89089183159e-10,0,0,0,0,0,0,0,0,0,0,0,0
